t_start_s,order0_dBFS,order1_dBFS,order2_dBFS,order3_dBFS
228.0,-22.672,-30.456,-46.278,-52.884
229.0,-25.111,-33.557,-46.949,-55.539
230.0,-23.525,-31.254,-44.683,-51.975
231.0,-24.944,-31.894,-45.607,-52.308
232.0,-23.525,-33.234,-49.324,-56.417
233.0,-28.471,-36.923,-52.352,-62.348
234.0,-31.707,-39.353,-56.145,-64.131
235.0,-29.373,-39.630,-56.140,-66.425
236.0,-31.169,-41.310,-59.823,-73.014
237.0,-33.956,-43.857,-58.215,-72.595
238.0,-33.346,-42.528,-61.048,-73.979
239.0,-28.548,-38.835,-55.899,-69.429
240.0,-27.771,-36.983,-52.560,-65.421
241.0,-30.406,-37.211,-52.226,-64.783
242.0,-34.092,-41.104,-54.230,-67.914
243.0,-26.998,-37.425,-55.406,-64.218
244.0,-22.961,-34.111,-51.528,-59.279
245.0,-25.810,-34.967,-51.722,-60.219
246.0,-28.004,-37.799,-54.648,-63.829
247.0,-27.365,-37.476,-56.131,-67.416
248.0,-32.873,-41.165,-57.682,-66.178
249.0,-32.705,-40.434,-52.548,-64.605
250.0,-33.462,-41.353,-51.707,-64.363
251.0,-36.349,-41.690,-55.415,-68.339
252.0,-36.173,-43.857,-59.137,-74.344
253.0,-26.484,-36.917,-55.429,-65.555
254.0,-24.827,-35.148,-50.982,-60.887
255.0,-24.154,-33.576,-49.642,-58.144
256.0,-25.617,-34.251,-51.295,-59.981
257.0,-31.230,-40.574,-56.848,-68.288
258.0,-32.321,-41.075,-58.665,-68.338
259.0,-32.960,-41.349,-59.756,-71.979
260.0,-31.170,-39.939,-50.834,-65.114
261.0,-33.423,-39.867,-52.067,-68.501
262.0,-33.670,-40.687,-57.605,-71.996
263.0,-33.547,-38.736,-49.744,-62.666
264.0,-26.516,-35.035,-46.540,-59.078
265.0,-25.415,-34.062,-45.181,-56.449
266.0,-23.934,-33.679,-47.007,-58.072
267.0,-23.571,-33.529,-46.979,-56.473
268.0,-26.994,-33.553,-49.347,-58.281
269.0,-28.325,-35.586,-51.756,-60.331
270.0,-28.125,-35.685,-53.836,-61.319
271.0,-28.631,-38.723,-56.779,-66.859
272.0,-28.060,-36.530,-54.911,-63.776
273.0,-26.199,-33.090,-48.482,-56.469
274.0,-26.293,-33.914,-48.449,-56.937
275.0,-25.948,-33.835,-49.994,-59.857
276.0,-27.333,-34.522,-50.732,-59.038
277.0,-27.026,-35.003,-50.833,-59.372
278.0,-23.895,-32.470,-47.438,-56.454
279.0,-24.246,-31.369,-41.923,-51.175
280.0,-27.346,-33.273,-39.543,-46.897
281.0,-24.199,-30.421,-43.522,-51.515
282.0,-20.745,-29.405,-41.990,-51.030
283.0,-22.189,-30.723,-43.974,-51.535
284.0,-23.216,-30.603,-44.355,-52.423
285.0,-19.984,-29.613,-44.489,-51.565
286.0,-21.968,-28.782,-38.782,-48.230
287.0,-19.267,-26.762,-36.019,-45.417
288.0,-23.921,-29.218,-32.963,-39.957
289.0,-18.048,-27.758,-37.590,-44.760
290.0,-18.167,-27.987,-41.512,-48.525
291.0,-19.938,-27.682,-41.013,-48.331
292.0,-20.044,-28.368,-40.995,-47.894
293.0,-18.623,-28.493,-41.768,-49.376
294.0,-19.302,-29.271,-43.507,-50.870
295.0,-21.429,-29.404,-42.728,-50.891
296.0,-23.837,-30.714,-43.846,-51.344
297.0,-21.935,-30.367,-42.861,-50.919
298.0,-22.611,-30.240,-44.046,-51.853
299.0,-23.388,-32.578,-45.282,-53.566
300.0,-24.526,-31.679,-46.980,-55.273
301.0,-26.624,-35.207,-51.211,-60.853
302.0,-28.683,-39.264,-55.201,-66.177
303.0,-28.999,-37.462,-54.124,-64.044
304.0,-30.499,-38.407,-54.231,-65.795
305.0,-30.115,-38.026,-54.115,-66.428
306.0,-31.144,-40.653,-56.267,-68.708
307.0,-32.396,-42.236,-58.965,-71.692
308.0,-41.662,-53.701,-70.235,-81.326
309.0,-44.230,-52.625,-70.849,-85.541
310.0,-48.228,-56.155,-76.032,-87.521
311.0,-64.216,-77.963,-87.592,-89.297
312.0,-48.230,-58.195,-71.844,-82.031
313.0,-43.773,-54.289,-68.023,-78.471
314.0,-30.237,-37.174,-53.118,-61.027
315.0,-35.080,-44.761,-57.189,-65.167
316.0,-26.666,-34.872,-51.903,-57.756
317.0,-37.209,-43.369,-60.168,-69.307
318.0,-42.401,-53.412,-71.338,-82.711
319.0,-31.835,-42.650,-61.484,-71.873
320.0,-27.647,-37.875,-56.084,-64.432
321.0,-32.635,-38.496,-55.169,-62.996
322.0,-31.755,-39.119,-56.724,-64.197
323.0,-33.260,-41.805,-60.632,-73.728
324.0,-33.889,-40.438,-58.060,-66.273
325.0,-32.656,-41.108,-58.134,-69.784
326.0,-31.375,-39.961,-57.547,-66.522
327.0,-34.403,-44.738,-60.162,-74.174
328.0,-33.335,-45.136,-61.346,-77.067
329.0,-33.124,-45.337,-66.389,-81.417
330.0,-31.920,-41.750,-57.742,-67.124
331.0,-28.882,-37.265,-53.264,-60.893
332.0,-29.956,-39.567,-57.100,-66.820
333.0,-30.215,-36.604,-53.187,-60.687
334.0,-28.437,-36.078,-52.282,-59.271
335.0,-31.920,-40.715,-56.346,-67.370
336.0,-27.746,-35.786,-51.711,-58.544
337.0,-26.381,-33.988,-49.001,-56.258
338.0,-29.343,-36.123,-51.062,-60.626
339.0,-30.169,-37.100,-52.905,-62.447
340.0,-32.970,-40.759,-57.310,-66.487
341.0,-33.559,-40.701,-59.169,-69.984
342.0,-35.341,-43.463,-62.377,-74.018
343.0,-34.848,-44.451,-62.394,-75.958
344.0,-35.649,-43.362,-62.521,-72.899
345.0,-29.406,-36.504,-54.212,-62.659
346.0,-30.066,-37.727,-55.556,-66.763
347.0,-32.063,-41.310,-59.032,-71.316
348.0,-32.304,-42.309,-60.209,-74.425
349.0,-30.505,-39.046,-57.575,-65.741
350.0,-25.390,-33.425,-48.800,-56.072
351.0,-26.010,-33.900,-49.778,-58.404
352.0,-25.276,-35.508,-51.931,-61.464
353.0,-25.281,-36.716,-52.994,-62.696
354.0,-23.502,-34.790,-51.243,-61.678
355.0,-24.276,-32.978,-48.638,-56.113
356.0,-27.703,-35.965,-49.794,-57.959
357.0,-28.280,-37.070,-52.893,-60.627
358.0,-24.708,-34.210,-47.105,-56.278
359.0,-27.712,-35.608,-46.824,-54.798
360.0,-32.528,-39.867,-53.251,-62.712
361.0,-29.092,-37.325,-49.645,-61.491
362.0,-27.925,-36.581,-49.563,-58.777
363.0,-26.987,-37.130,-50.045,-58.774
364.0,-25.708,-35.178,-50.476,-58.109
365.0,-25.749,-33.913,-49.905,-59.424
366.0,-25.172,-35.675,-51.830,-60.484
367.0,-28.351,-36.496,-52.935,-61.941
368.0,-31.453,-41.246,-57.315,-68.511
369.0,-31.650,-41.285,-58.681,-68.967
370.0,-33.372,-42.015,-59.817,-71.788
371.0,-35.785,-43.868,-63.304,-75.535
372.0,-35.584,-46.577,-64.755,-75.902
373.0,-34.533,-47.633,-67.573,-81.057
374.0,-36.896,-48.839,-72.440,-86.475
375.0,-35.479,-46.111,-68.825,-83.075
376.0,-34.292,-43.794,-57.023,-70.813
377.0,-31.351,-40.550,-57.795,-71.589
378.0,-30.929,-39.837,-52.398,-68.206
379.0,-30.243,-42.068,-56.914,-71.699
380.0,-31.587,-42.017,-56.097,-68.356
381.0,-29.687,-39.188,-53.591,-69.699
382.0,-29.622,-39.620,-56.321,-68.677
383.0,-32.937,-43.000,-61.325,-74.233
384.0,-33.123,-43.033,-60.922,-75.722
385.0,-34.145,-46.033,-66.382,-81.965
386.0,-32.969,-43.356,-64.438,-78.399
387.0,-32.418,-42.136,-52.204,-66.467
388.0,-31.176,-39.800,-55.492,-67.626
389.0,-28.785,-39.218,-53.353,-70.695
390.0,-31.112,-41.727,-57.907,-72.507
391.0,-29.659,-40.246,-56.418,-68.675
392.0,-29.184,-38.866,-55.413,-71.277
393.0,-31.379,-40.870,-60.333,-74.331
394.0,-33.120,-43.359,-61.470,-75.719
395.0,-32.452,-43.419,-62.883,-77.111
396.0,-35.481,-46.471,-66.713,-82.372
397.0,-35.960,-48.421,-69.898,-84.541
398.0,-29.297,-39.458,-51.855,-64.129
399.0,-29.888,-39.715,-50.752,-65.309
400.0,-31.472,-40.460,-53.112,-65.935
401.0,-29.116,-38.849,-51.274,-64.347
402.0,-33.054,-42.243,-59.326,-71.141
403.0,-30.185,-41.027,-61.654,-76.090
404.0,-30.298,-40.622,-53.710,-67.187
405.0,-30.548,-38.139,-50.401,-65.563
406.0,-30.753,-40.138,-58.947,-70.898
407.0,-34.073,-40.544,-49.355,-66.684
408.0,-32.330,-42.533,-62.629,-75.493
409.0,-33.688,-44.475,-63.369,-75.315
410.0,-33.065,-39.318,-50.826,-66.409
411.0,-28.545,-39.287,-55.655,-69.848
412.0,-31.264,-41.647,-59.262,-73.499
413.0,-31.158,-38.798,-52.157,-70.040
414.0,-34.009,-41.383,-56.361,-68.229
415.0,-33.871,-44.383,-61.065,-75.328
416.0,-32.684,-42.366,-57.759,-73.413
417.0,-30.579,-41.966,-60.280,-73.567
418.0,-33.361,-44.209,-62.899,-77.527
419.0,-31.561,-43.205,-61.809,-74.798
420.0,-39.956,-49.226,-68.077,-81.499
421.0,-38.351,-50.859,-71.760,-84.700
422.0,-39.855,-50.724,-61.512,-73.835
423.0,-34.368,-41.065,-56.247,-67.493
424.0,-30.323,-37.967,-56.159,-65.059
425.0,-32.301,-42.246,-62.843,-74.928
426.0,-33.061,-43.839,-63.653,-74.728
427.0,-33.666,-42.703,-61.347,-72.139
428.0,-26.711,-36.677,-55.845,-64.592
429.0,-27.459,-37.355,-54.716,-64.567
430.0,-34.524,-42.139,-60.142,-70.836
431.0,-32.225,-45.315,-65.120,-78.781
432.0,-33.267,-43.990,-62.927,-75.309
433.0,-31.646,-38.717,-55.588,-64.313
434.0,-27.618,-37.009,-54.738,-63.208
435.0,-28.472,-39.422,-57.583,-68.053
436.0,-29.699,-41.935,-58.337,-69.323
437.0,-31.002,-43.759,-60.962,-71.825
438.0,-30.190,-39.212,-54.695,-64.071
439.0,-27.142,-35.180,-52.438,-59.633
440.0,-26.245,-36.672,-54.743,-63.289
441.0,-26.700,-35.408,-50.966,-60.441
442.0,-28.173,-36.686,-50.899,-60.292
443.0,-32.810,-42.688,-57.989,-68.399
444.0,-31.764,-39.677,-56.846,-65.098
445.0,-26.586,-37.162,-56.986,-67.576
446.0,-33.661,-45.066,-65.768,-79.382
447.0,-36.902,-48.418,-66.587,-79.226
448.0,-38.469,-49.375,-68.331,-81.562
449.0,-33.440,-40.638,-51.411,-61.957
450.0,-32.170,-40.797,-51.393,-60.663
451.0,-29.785,-37.875,-45.348,-58.626
452.0,-28.541,-36.103,-42.774,-55.709
453.0,-28.410,-36.806,-49.098,-61.908
454.0,-29.211,-38.300,-49.915,-63.076
455.0,-29.923,-37.883,-45.657,-61.849
456.0,-29.051,-36.896,-44.614,-57.865
457.0,-29.433,-39.216,-52.525,-65.576
458.0,-32.651,-42.355,-57.678,-72.261
459.0,-32.003,-42.461,-58.950,-70.950
460.0,-31.805,-37.894,-46.332,-56.352
461.0,-26.596,-35.386,-43.459,-55.801
462.0,-30.936,-38.493,-45.272,-58.157
463.0,-31.605,-40.065,-53.207,-64.970
464.0,-28.314,-36.162,-48.141,-59.294
465.0,-29.244,-36.521,-45.755,-61.597
466.0,-29.758,-39.906,-54.427,-64.311
467.0,-29.591,-37.135,-46.534,-59.281
468.0,-29.485,-38.260,-51.497,-64.048
469.0,-29.290,-40.025,-56.248,-67.974
470.0,-30.247,-41.067,-57.957,-69.135
471.0,-27.655,-35.556,-49.944,-62.315
472.0,-26.831,-34.757,-43.644,-55.950
473.0,-25.545,-34.555,-44.068,-58.281
474.0,-24.625,-35.045,-51.417,-60.019
475.0,-23.907,-32.210,-41.638,-55.182
476.0,-24.022,-32.467,-39.259,-50.726
477.0,-26.496,-33.606,-40.539,-51.833
478.0,-28.094,-34.954,-42.055,-54.113
479.0,-26.515,-36.699,-49.575,-57.622
480.0,-22.246,-31.922,-39.943,-51.302
481.0,-25.411,-31.940,-41.329,-50.430
482.0,-26.554,-33.601,-42.242,-47.210
483.0,-29.634,-36.440,-41.441,-48.318
484.0,-30.320,-35.920,-42.483,-53.069
485.0,-28.384,-36.072,-45.142,-60.171
486.0,-28.906,-38.949,-54.182,-65.879
487.0,-31.423,-40.431,-53.294,-69.424
488.0,-30.382,-40.464,-56.716,-68.943
489.0,-36.833,-44.990,-62.193,-76.343
490.0,-37.952,-48.411,-67.379,-80.829
491.0,-35.539,-43.964,-62.847,-72.391
492.0,-30.406,-38.340,-57.807,-67.117
493.0,-31.764,-39.216,-56.101,-67.035
494.0,-26.054,-35.305,-52.587,-61.511
495.0,-24.790,-34.623,-53.346,-61.653
496.0,-27.789,-35.393,-51.542,-59.571
497.0,-26.888,-35.426,-50.634,-58.455
498.0,-26.515,-35.197,-51.878,-59.661
499.0,-35.073,-42.983,-59.469,-68.750
500.0,-33.292,-42.034,-61.729,-71.680
501.0,-29.697,-36.723,-53.541,-62.389
502.0,-27.507,-36.848,-52.455,-60.483
503.0,-25.316,-34.970,-47.444,-55.983
504.0,-26.845,-34.185,-48.629,-57.437
505.0,-29.055,-34.090,-48.358,-57.027
506.0,-24.521,-33.727,-46.158,-53.908
507.0,-27.518,-33.980,-49.634,-57.403
508.0,-30.553,-39.295,-57.052,-67.377
509.0,-21.480,-32.643,-45.937,-53.052
510.0,-22.105,-31.988,-45.635,-53.531
511.0,-25.182,-32.202,-47.498,-55.996
512.0,-24.600,-35.450,-50.154,-59.281
513.0,-30.200,-39.287,-57.404,-69.729
514.0,-29.192,-37.976,-50.024,-64.588
515.0,-28.792,-36.800,-53.009,-64.002
516.0,-31.176,-40.774,-59.252,-70.275
517.0,-39.011,-45.585,-64.911,-76.802
518.0,-35.602,-48.490,-68.045,-82.075
519.0,-37.413,-46.410,-64.635,-80.014
520.0,-34.301,-42.306,-61.911,-73.317
521.0,-35.434,-43.248,-61.616,-73.881
522.0,-31.791,-40.503,-58.431,-70.452
523.0,-30.967,-42.338,-57.476,-71.653
524.0,-31.041,-38.056,-55.991,-66.738
525.0,-27.717,-35.843,-54.056,-62.306
526.0,-33.138,-40.917,-59.820,-70.573
527.0,-33.693,-43.381,-60.665,-74.039
528.0,-36.977,-45.696,-63.789,-78.603
529.0,-33.956,-41.480,-61.750,-72.543
530.0,-30.194,-40.207,-60.872,-72.914
531.0,-31.339,-39.402,-58.078,-67.654
532.0,-24.848,-34.345,-53.325,-61.465
533.0,-29.958,-37.491,-53.357,-61.866
534.0,-26.954,-35.230,-52.019,-59.871
535.0,-24.789,-34.123,-51.666,-59.389
536.0,-22.312,-31.966,-49.327,-57.217
537.0,-21.915,-31.623,-47.961,-55.441
538.0,-24.174,-30.910,-45.992,-53.388
539.0,-24.086,-31.241,-45.878,-53.672
540.0,-22.722,-31.603,-46.676,-54.128
541.0,-24.280,-31.035,-41.777,-51.122
542.0,-27.533,-34.133,-44.665,-53.638
543.0,-23.158,-31.738,-45.777,-53.115
544.0,-23.464,-30.967,-42.805,-50.884
545.0,-22.820,-30.195,-43.280,-49.652
546.0,-22.761,-30.672,-42.609,-48.926
547.0,-21.933,-31.292,-44.277,-50.370
548.0,-22.181,-29.075,-42.321,-48.162
549.0,-21.170,-27.097,-41.131,-46.916
550.0,-20.094,-28.116,-42.467,-48.238
551.0,-20.751,-30.379,-42.975,-48.658
552.0,-17.895,-27.384,-41.604,-47.344
553.0,-17.410,-26.529,-39.613,-45.605
554.0,-17.089,-26.465,-39.271,-45.091
555.0,-18.515,-25.963,-38.574,-44.544
556.0,-21.770,-30.817,-43.791,-49.888
557.0,-19.522,-29.744,-44.273,-51.299
558.0,-19.197,-28.463,-36.899,-45.251
559.0,-20.085,-27.157,-35.334,-46.720
560.0,-19.278,-27.910,-38.653,-46.382
561.0,-21.242,-29.677,-40.602,-48.001
562.0,-20.591,-29.598,-39.816,-48.306
563.0,-20.730,-29.750,-40.798,-48.675
564.0,-21.830,-28.354,-35.645,-48.065
565.0,-20.172,-29.293,-41.998,-49.537
566.0,-22.074,-31.519,-45.802,-54.636
567.0,-20.732,-29.318,-39.136,-46.950
568.0,-20.156,-29.209,-39.457,-47.618
569.0,-21.931,-28.162,-34.974,-47.872
570.0,-21.932,-29.434,-39.274,-47.295
571.0,-20.466,-29.258,-40.233,-47.063
572.0,-21.548,-29.339,-39.542,-48.386
573.0,-20.128,-29.299,-41.776,-49.268
574.0,-19.643,-27.083,-35.728,-46.720
575.0,-20.731,-29.417,-42.309,-48.830
576.0,-20.362,-30.440,-43.556,-51.012
577.0,-21.851,-30.083,-44.260,-51.280
578.0,-23.213,-30.848,-37.557,-44.098
579.0,-23.072,-29.497,-37.368,-46.665
