t_start_s,order0_dBFS,order1_dBFS,order2_dBFS,order3_dBFS,order4_dBFS,order5_dBFS
813.0,-25.288,-29.789,-37.984,-41.490,-45.245,-48.557
814.0,-25.984,-30.250,-38.627,-41.963,-45.320,-48.308
815.0,-27.440,-31.465,-41.940,-45.986,-49.443,-52.288
816.0,-25.870,-30.153,-38.542,-41.783,-44.824,-47.529
817.0,-25.012,-29.355,-37.571,-41.025,-44.496,-47.710
818.0,-24.073,-28.461,-36.772,-40.749,-44.816,-47.602
819.0,-22.354,-27.767,-36.307,-40.182,-43.791,-46.825
820.0,-21.609,-26.939,-35.426,-39.443,-43.171,-45.979
821.0,-20.146,-24.974,-31.423,-34.761,-37.580,-40.330
822.0,-20.392,-24.718,-31.103,-34.907,-38.214,-40.932
823.0,-20.145,-25.714,-32.129,-35.598,-39.175,-42.439
824.0,-20.757,-25.495,-32.934,-36.500,-39.919,-42.958
825.0,-23.129,-27.611,-36.305,-40.163,-43.822,-46.802
826.0,-24.896,-29.674,-39.031,-43.124,-46.661,-49.232
827.0,-23.876,-28.422,-36.669,-40.171,-43.279,-46.331
828.0,-24.399,-28.983,-37.268,-41.106,-44.660,-47.649
829.0,-21.717,-25.709,-33.024,-37.235,-40.992,-44.055
830.0,-21.630,-26.888,-32.897,-37.182,-40.893,-43.920
831.0,-21.773,-26.811,-33.346,-37.003,-40.507,-43.743
832.0,-21.035,-26.455,-33.520,-37.942,-41.192,-43.924
833.0,-22.437,-27.065,-34.978,-38.639,-42.007,-44.769
834.0,-21.691,-26.893,-34.855,-38.643,-42.073,-45.305
835.0,-22.894,-27.433,-35.765,-39.816,-43.369,-46.534
836.0,-22.899,-27.538,-34.905,-38.556,-42.221,-45.515
837.0,-33.302,-37.950,-47.135,-51.927,-55.790,-58.465
838.0,-34.629,-38.047,-45.776,-49.641,-53.200,-56.009
839.0,-33.065,-36.923,-45.706,-49.090,-52.165,-54.224
840.0,-31.819,-36.252,-43.587,-47.025,-49.975,-52.536
841.0,-31.042,-36.066,-42.960,-46.651,-50.028,-52.510
842.0,-30.587,-34.282,-41.697,-45.172,-48.196,-50.761
843.0,-27.860,-33.066,-40.560,-43.138,-46.090,-48.253
844.0,-28.641,-33.703,-40.308,-44.302,-48.170,-50.660
845.0,-27.801,-31.329,-39.146,-43.195,-46.742,-49.715
846.0,-26.281,-31.176,-37.085,-40.704,-44.013,-46.359
847.0,-31.248,-35.128,-42.285,-45.605,-49.051,-51.502
848.0,-32.576,-37.184,-44.934,-48.153,-51.720,-54.018
849.0,-30.182,-35.006,-42.198,-46.302,-49.601,-52.669
850.0,-30.415,-35.134,-44.652,-48.836,-52.344,-55.094
851.0,-30.293,-33.583,-43.959,-48.360,-51.848,-54.808
852.0,-34.422,-37.381,-48.404,-53.079,-56.575,-59.046
853.0,-34.560,-39.741,-47.002,-50.925,-54.532,-57.236
854.0,-37.840,-42.319,-49.456,-52.860,-56.129,-58.740
855.0,-35.902,-38.526,-46.535,-50.296,-54.048,-57.229
856.0,-31.425,-35.665,-44.803,-50.044,-53.138,-55.747
857.0,-28.347,-34.088,-40.728,-44.033,-47.386,-49.785
858.0,-26.770,-32.714,-38.907,-42.585,-46.515,-49.163
859.0,-28.846,-33.878,-40.311,-43.651,-46.644,-49.684
860.0,-30.310,-35.314,-43.458,-46.949,-50.351,-53.244
861.0,-27.135,-32.197,-38.638,-41.512,-44.690,-47.035
862.0,-23.044,-27.635,-33.283,-36.690,-40.117,-42.647
863.0,-24.617,-29.191,-34.846,-39.173,-42.480,-45.060
864.0,-24.846,-29.539,-34.716,-40.450,-43.971,-46.615
865.0,-25.195,-29.741,-35.062,-39.141,-42.245,-44.811
866.0,-27.321,-33.198,-38.448,-42.419,-45.637,-47.981
867.0,-29.775,-33.151,-40.576,-45.622,-49.190,-52.146
868.0,-31.485,-34.581,-42.750,-47.846,-50.700,-53.460
869.0,-32.019,-34.400,-43.124,-47.163,-50.213,-52.854
870.0,-31.334,-37.097,-44.877,-47.822,-50.771,-53.469
871.0,-30.946,-35.383,-42.344,-45.622,-49.307,-51.612
872.0,-29.854,-33.966,-40.312,-43.937,-47.876,-50.534
873.0,-33.498,-38.236,-46.197,-51.582,-55.001,-57.888
874.0,-33.841,-38.224,-46.027,-49.317,-52.166,-54.412
875.0,-34.349,-38.713,-47.809,-51.257,-54.324,-56.925
876.0,-32.334,-36.508,-45.372,-49.273,-52.472,-55.378
877.0,-31.279,-35.596,-42.419,-45.301,-48.719,-51.331
878.0,-29.249,-35.062,-42.457,-45.629,-49.046,-51.765
879.0,-30.485,-35.787,-42.999,-47.136,-50.832,-53.505
880.0,-30.951,-33.804,-42.310,-46.731,-50.197,-53.090
881.0,-28.585,-33.862,-41.453,-45.096,-48.181,-49.904
882.0,-31.273,-35.676,-43.031,-46.289,-49.384,-51.871
883.0,-32.450,-37.052,-46.054,-49.872,-53.259,-55.802
884.0,-31.132,-35.256,-44.010,-47.550,-51.008,-53.905
885.0,-30.705,-34.377,-43.816,-47.299,-50.690,-53.294
886.0,-32.765,-36.422,-46.246,-49.868,-53.339,-55.705
887.0,-37.591,-40.137,-50.822,-55.064,-59.264,-62.532
888.0,-39.041,-43.804,-50.859,-54.298,-57.281,-59.874
889.0,-42.479,-46.631,-54.081,-57.355,-60.105,-62.279
890.0,-43.652,-48.259,-55.351,-59.037,-61.645,-63.689
891.0,-38.675,-44.106,-51.430,-55.922,-59.657,-62.384
892.0,-36.392,-41.176,-50.476,-54.797,-57.614,-59.957
893.0,-34.991,-40.680,-48.802,-53.519,-57.102,-58.789
894.0,-36.275,-40.497,-52.798,-55.809,-59.057,-61.075
895.0,-35.580,-40.711,-51.908,-56.788,-60.898,-63.670
896.0,-33.587,-38.531,-47.820,-51.492,-55.324,-58.488
897.0,-32.333,-36.392,-45.820,-49.408,-52.880,-56.226
898.0,-31.357,-35.441,-44.252,-49.083,-52.688,-54.865
899.0,-33.103,-37.813,-43.380,-47.055,-50.579,-53.593
900.0,-34.160,-38.822,-44.977,-49.272,-53.141,-55.420
901.0,-32.788,-37.022,-41.755,-46.161,-49.542,-51.646
902.0,-33.072,-37.643,-44.451,-48.826,-52.682,-54.962
903.0,-30.980,-35.909,-46.051,-50.316,-54.241,-56.998
904.0,-30.258,-35.476,-45.393,-49.557,-53.229,-56.136
905.0,-27.361,-32.624,-40.958,-45.322,-49.347,-52.265
906.0,-30.621,-35.139,-45.167,-49.047,-52.661,-55.307
907.0,-30.068,-35.424,-44.893,-48.778,-52.658,-56.057
908.0,-31.808,-36.752,-45.594,-49.456,-53.207,-57.146
909.0,-34.061,-38.083,-47.955,-52.066,-56.188,-59.416
910.0,-31.603,-36.303,-45.250,-48.900,-51.997,-54.151
911.0,-29.758,-34.375,-42.042,-45.632,-48.799,-51.501
912.0,-30.301,-35.277,-46.073,-50.221,-53.319,-55.871
913.0,-28.704,-33.383,-43.374,-47.124,-50.416,-53.027
914.0,-25.274,-31.009,-38.490,-42.463,-46.297,-49.327
915.0,-25.007,-29.532,-37.315,-41.638,-45.291,-47.711
916.0,-22.308,-26.654,-33.722,-38.087,-42.126,-44.589
917.0,-23.774,-30.030,-37.206,-40.717,-45.297,-48.019
918.0,-34.248,-37.709,-46.651,-49.526,-52.727,-54.640
919.0,-31.390,-34.977,-43.789,-47.095,-50.187,-52.916
920.0,-34.770,-39.336,-48.249,-51.703,-55.136,-58.206
921.0,-39.150,-44.008,-52.262,-55.900,-59.466,-62.763
922.0,-33.114,-37.863,-45.120,-48.793,-52.250,-54.447
923.0,-32.563,-36.165,-46.612,-50.519,-54.085,-57.164
924.0,-28.549,-33.186,-41.868,-45.577,-48.855,-51.888
925.0,-27.915,-33.291,-41.772,-45.656,-48.671,-51.509
926.0,-28.386,-33.334,-43.232,-47.329,-50.629,-53.523
927.0,-26.135,-30.417,-40.463,-44.305,-47.427,-50.108
928.0,-22.489,-28.104,-35.905,-39.506,-43.608,-46.209
929.0,-20.286,-25.305,-31.195,-34.936,-38.366,-40.861
930.0,-22.093,-28.502,-35.941,-39.358,-42.851,-45.526
931.0,-21.520,-27.098,-35.134,-39.089,-42.462,-45.065
932.0,-20.335,-25.887,-31.992,-35.812,-39.320,-42.341
933.0,-21.516,-27.187,-33.106,-36.453,-39.393,-42.188
934.0,-20.321,-25.469,-32.123,-35.598,-38.900,-41.819
935.0,-21.379,-26.443,-32.190,-35.274,-38.063,-40.328
936.0,-20.452,-25.171,-32.760,-36.407,-39.761,-42.593
937.0,-21.411,-25.448,-31.809,-35.881,-39.512,-42.554
938.0,-20.363,-24.895,-32.436,-36.548,-39.960,-42.899
939.0,-22.287,-26.618,-33.040,-37.718,-40.972,-43.899
940.0,-21.784,-27.053,-32.708,-36.133,-39.611,-42.461
941.0,-20.125,-25.106,-31.732,-34.734,-37.427,-39.942
942.0,-22.350,-27.347,-33.426,-36.714,-40.378,-42.613
943.0,-19.754,-25.595,-31.862,-35.195,-38.513,-41.209
944.0,-20.535,-25.391,-33.337,-36.352,-39.333,-42.126
945.0,-19.357,-24.278,-32.115,-35.784,-39.294,-42.084
946.0,-19.911,-25.029,-32.733,-36.145,-39.483,-42.118
947.0,-20.565,-26.011,-33.308,-36.782,-40.424,-43.238
948.0,-20.677,-25.371,-33.035,-36.936,-40.658,-43.694
949.0,-21.638,-26.841,-34.259,-38.394,-41.718,-44.449
950.0,-20.982,-24.898,-32.651,-36.735,-40.241,-43.058
951.0,-20.520,-25.196,-33.023,-37.179,-40.774,-43.655
952.0,-19.852,-24.258,-31.886,-36.197,-39.884,-42.877
953.0,-20.156,-24.008,-31.065,-35.014,-38.398,-41.141
954.0,-20.241,-24.462,-31.550,-34.538,-37.522,-40.177
955.0,-19.813,-24.650,-31.785,-35.089,-38.688,-41.485
956.0,-21.591,-25.125,-33.178,-36.728,-40.434,-42.888
957.0,-18.731,-23.799,-31.193,-35.226,-38.953,-41.787
958.0,-18.416,-23.117,-30.097,-33.825,-36.801,-39.169
959.0,-18.804,-22.684,-29.580,-32.835,-35.857,-38.333
960.0,-17.215,-21.926,-29.424,-33.445,-37.074,-40.223
961.0,-17.078,-21.028,-27.792,-31.354,-34.630,-37.489
962.0,-16.889,-22.396,-29.087,-32.639,-36.358,-39.379
963.0,-18.554,-22.606,-29.381,-33.359,-37.071,-40.718
964.0,-20.331,-24.669,-31.405,-35.679,-39.420,-42.607
965.0,-18.181,-23.191,-29.734,-33.827,-37.658,-40.638
966.0,-18.558,-23.415,-31.712,-35.747,-39.574,-42.723
967.0,-18.299,-22.482,-31.124,-35.143,-38.446,-41.728
968.0,-19.164,-23.665,-31.998,-35.910,-39.314,-42.139
969.0,-18.697,-24.147,-30.883,-34.448,-37.683,-40.670
970.0,-18.979,-23.817,-30.765,-34.211,-37.597,-40.397
971.0,-22.757,-26.172,-33.035,-37.717,-41.121,-44.803
972.0,-20.902,-25.954,-32.058,-36.046,-39.451,-42.343
973.0,-22.101,-26.716,-33.250,-37.148,-40.199,-42.646
974.0,-18.775,-23.974,-30.748,-34.521,-37.904,-40.236
975.0,-18.076,-23.228,-31.251,-35.087,-38.860,-41.848
976.0,-19.141,-23.236,-30.676,-33.751,-36.633,-39.225
977.0,-15.717,-20.694,-27.886,-31.263,-34.508,-37.339
978.0,-17.421,-21.662,-28.602,-32.227,-35.862,-38.852
979.0,-23.821,-28.563,-37.256,-41.069,-44.774,-47.322
980.0,-52.633,-55.327,-64.727,-70.116,-73.998,-75.418
981.0,-65.853,-63.560,-74.784,-80.053,-79.404,-82.365
982.0,-67.689,-65.709,-76.489,-79.851,-81.100,-81.912
983.0,-68.309,-68.732,-77.570,-80.961,-82.456,-83.036
