t_start_s,zm1_order0_dBFS,zm1_order1_dBFS,zm1_order2_dBFS,zm1_order3_dBFS,spcmic_order0_dBFS,spcmic_order1_dBFS,spcmic_order2_dBFS,spcmic_order3_dBFS,diff_order0_dB,diff_order1_dB,diff_order2_dB,diff_order3_dB
156.0,-50.747,-64.585,-78.819,-86.177,-36.391,-42.320,-44.294,-44.865,-14.356,-22.265,-34.525,-41.312
157.0,-46.154,-56.463,-69.772,-84.978,-41.367,-45.577,-48.192,-49.850,-4.787,-10.886,-21.580,-35.129
158.0,-32.118,-41.908,-58.596,-69.140,-31.839,-36.881,-38.501,-40.332,-0.279,-5.026,-20.095,-28.808
159.0,-31.119,-38.458,-54.888,-62.815,-27.003,-32.584,-34.272,-35.378,-4.116,-5.874,-20.616,-27.437
160.0,-27.250,-36.535,-55.862,-66.256,-25.492,-30.079,-32.954,-33.934,-1.758,-6.456,-22.908,-32.322
161.0,-29.899,-40.001,-57.373,-68.346,-31.682,-35.925,-38.476,-40.257,1.783,-4.077,-18.897,-28.090
162.0,-30.396,-36.527,-43.083,-58.069,-27.216,-32.309,-34.226,-35.651,-3.180,-4.219,-8.857,-22.418
163.0,-30.707,-35.518,-40.889,-55.311,-23.378,-28.686,-29.953,-31.956,-7.328,-6.832,-10.936,-23.355
164.0,-36.728,-43.408,-52.611,-64.390,-22.942,-27.195,-29.992,-31.450,-13.786,-16.213,-22.619,-32.940
165.0,-35.494,-45.585,-59.620,-72.219,-25.390,-28.754,-31.615,-33.801,-10.103,-16.831,-28.005,-38.418
166.0,-27.048,-36.964,-51.994,-60.089,-25.073,-30.116,-31.830,-33.593,-1.975,-6.849,-20.164,-26.496
167.0,-23.639,-32.622,-45.478,-51.767,-23.316,-27.295,-30.929,-31.703,-0.323,-5.327,-14.549,-20.064
168.0,-23.510,-31.160,-42.792,-49.451,-27.321,-31.409,-33.273,-35.778,3.811,0.249,-9.519,-13.673
169.0,-26.531,-36.144,-46.481,-52.004,-22.860,-27.029,-29.768,-31.316,-3.670,-9.115,-16.713,-20.688
170.0,-24.557,-33.954,-43.989,-49.444,-24.310,-28.885,-29.548,-32.747,-0.247,-5.068,-14.441,-16.697
171.0,-18.642,-29.661,-38.337,-47.160,-24.201,-28.450,-30.228,-32.659,5.559,-1.211,-8.109,-14.501
172.0,-19.721,-28.900,-38.866,-46.067,-24.905,-29.482,-30.718,-33.350,5.184,0.582,-8.148,-12.717
173.0,-21.160,-29.522,-38.993,-47.589,-22.937,-28.919,-29.978,-31.484,1.777,-0.603,-9.015,-16.105
174.0,-20.886,-30.498,-42.007,-48.503,-25.535,-31.846,-32.809,-33.896,4.649,1.348,-9.198,-14.607
175.0,-21.692,-28.173,-38.839,-48.214,-31.545,-36.553,-38.372,-39.902,9.853,8.380,-0.466,-8.312
176.0,-24.484,-31.868,-41.960,-50.639,-29.007,-34.917,-36.173,-37.388,4.524,3.049,-5.787,-13.252
177.0,-20.700,-28.300,-34.720,-40.796,-25.739,-31.255,-32.563,-34.158,5.039,2.955,-2.157,-6.638
178.0,-22.878,-30.058,-37.631,-43.266,-23.438,-28.396,-30.800,-31.825,0.560,-1.662,-6.831,-11.442
179.0,-21.626,-28.918,-40.960,-48.505,-20.597,-25.652,-26.471,-29.094,-1.029,-3.266,-14.489,-19.411
180.0,-21.356,-30.517,-40.921,-49.723,-22.044,-26.474,-28.474,-30.535,0.688,-4.043,-12.447,-19.188
181.0,-22.525,-30.054,-37.941,-48.178,-20.427,-25.435,-26.562,-28.905,-2.098,-4.619,-11.379,-19.273
182.0,-23.764,-32.145,-40.822,-54.101,-23.551,-28.548,-28.869,-32.051,-0.212,-3.597,-11.953,-22.050
183.0,-30.381,-37.746,-45.792,-60.677,-22.540,-26.893,-28.208,-31.159,-7.841,-10.853,-17.585,-29.517
184.0,-26.205,-35.483,-48.451,-56.540,-20.461,-24.937,-26.885,-28.966,-5.744,-10.546,-21.566,-27.574
185.0,-22.424,-31.697,-47.019,-54.787,-25.575,-28.785,-31.082,-34.072,3.151,-2.912,-15.937,-20.716
186.0,-20.396,-28.929,-42.073,-49.298,-24.297,-27.814,-30.156,-32.739,3.902,-1.115,-11.917,-16.559
187.0,-18.629,-27.066,-38.759,-45.964,-21.996,-26.624,-28.808,-30.438,3.367,-0.443,-9.951,-15.526
188.0,-18.776,-27.002,-35.771,-43.493,-22.830,-28.103,-29.469,-31.279,4.054,1.101,-6.302,-12.214
189.0,-18.564,-26.985,-37.928,-45.014,-25.133,-28.847,-31.614,-33.614,6.569,1.862,-6.314,-11.401
190.0,-22.355,-29.618,-37.484,-46.552,-22.185,-27.254,-30.042,-30.617,-0.171,-2.364,-7.441,-15.935
191.0,-20.356,-28.248,-38.257,-47.945,-20.912,-25.581,-27.011,-29.391,0.556,-2.667,-11.246,-18.554
192.0,-17.499,-25.752,-34.358,-44.475,-22.162,-25.844,-27.011,-30.788,4.663,0.092,-7.347,-13.687
193.0,-23.196,-29.694,-40.166,-48.949,-21.553,-25.980,-28.519,-30.016,-1.643,-3.714,-11.647,-18.933
194.0,-22.763,-29.058,-38.878,-48.396,-20.766,-25.417,-27.356,-29.273,-1.997,-3.641,-11.522,-19.122
195.0,-17.326,-28.160,-36.779,-44.796,-22.987,-26.903,-29.528,-31.459,5.661,-1.258,-7.250,-13.337
196.0,-19.158,-28.809,-42.119,-47.616,-22.144,-26.396,-28.814,-30.590,2.985,-2.412,-13.305,-17.026
197.0,-22.468,-30.009,-39.059,-48.354,-21.574,-26.205,-28.313,-30.066,-0.894,-3.804,-10.746,-18.288
198.0,-19.610,-27.911,-34.737,-46.269,-22.406,-27.315,-29.610,-30.989,2.796,-0.596,-5.127,-15.281
199.0,-18.779,-26.602,-37.347,-45.567,-23.027,-27.108,-29.728,-31.582,4.249,0.505,-7.619,-13.985
200.0,-19.634,-27.839,-39.199,-46.327,-21.545,-25.820,-26.716,-30.177,1.911,-2.019,-12.483,-16.150
201.0,-19.730,-27.055,-36.287,-45.628,-21.224,-25.879,-27.760,-29.712,1.494,-1.176,-8.527,-15.917
202.0,-17.675,-26.546,-36.739,-43.796,-23.264,-27.486,-30.018,-31.732,5.589,0.940,-6.722,-12.063
203.0,-19.932,-28.036,-39.189,-48.293,-21.652,-26.100,-29.419,-30.056,1.720,-1.936,-9.770,-18.237
204.0,-18.887,-27.571,-39.596,-46.739,-21.287,-26.221,-28.167,-29.732,2.400,-1.350,-11.429,-17.007
205.0,-16.943,-27.634,-37.781,-44.682,-21.018,-25.066,-27.826,-29.422,4.075,-2.569,-9.955,-15.259
206.0,-20.130,-28.431,-35.513,-45.439,-22.139,-26.380,-29.593,-30.530,2.009,-2.051,-5.920,-14.909
207.0,-21.324,-27.450,-34.905,-43.833,-21.050,-25.639,-27.964,-29.489,-0.274,-1.811,-6.941,-14.344
208.0,-19.425,-27.632,-36.654,-45.179,-18.355,-23.586,-26.229,-26.729,-1.070,-4.046,-10.425,-18.451
209.0,-17.575,-27.076,-39.120,-46.597,-21.838,-28.336,-30.643,-30.157,4.263,1.260,-8.477,-16.439
210.0,-19.472,-28.123,-40.944,-47.568,-30.186,-35.609,-37.881,-38.639,10.714,7.486,-3.063,-8.930
211.0,-18.751,-27.120,-38.992,-45.774,-33.055,-37.388,-39.905,-41.557,14.304,10.269,0.913,-4.217
212.0,-18.187,-26.680,-38.507,-45.405,-32.516,-37.553,-39.397,-41.038,14.328,10.873,0.890,-4.367
213.0,-17.739,-25.849,-39.343,-45.947,-28.914,-33.628,-36.379,-37.288,11.175,7.779,-2.964,-8.659
214.0,-19.478,-27.283,-38.693,-45.770,-31.804,-35.757,-38.276,-40.248,12.327,8.474,-0.417,-5.522
215.0,-17.948,-26.065,-36.961,-43.469,-28.944,-31.881,-35.646,-37.352,10.995,5.816,-1.315,-6.117
216.0,-15.762,-24.204,-36.165,-42.685,-29.964,-33.901,-36.368,-38.643,14.202,9.697,0.203,-4.042
217.0,-21.657,-29.673,-43.319,-50.875,-27.958,-30.292,-34.254,-36.435,6.301,0.619,-9.065,-14.440
218.0,-27.213,-36.982,-48.979,-62.331,-25.376,-29.440,-30.411,-34.101,-1.837,-7.542,-18.568,-28.230
219.0,-28.151,-38.593,-48.535,-61.940,-25.913,-30.221,-31.975,-34.405,-2.238,-8.372,-16.560,-27.535
220.0,-27.620,-39.109,-51.953,-63.957,-22.185,-26.461,-28.014,-30.751,-5.434,-12.648,-23.940,-33.206
221.0,-25.960,-33.941,-44.972,-58.983,-24.122,-28.770,-29.748,-32.817,-1.838,-5.171,-15.223,-26.167
222.0,-28.075,-36.694,-46.610,-62.253,-24.830,-29.408,-29.839,-33.591,-3.246,-7.286,-16.771,-28.662
223.0,-25.713,-33.105,-43.194,-54.202,-21.274,-25.774,-27.849,-29.781,-4.439,-7.331,-15.346,-24.421
224.0,-25.209,-33.917,-41.734,-53.509,-20.642,-26.145,-27.772,-29.152,-4.566,-7.772,-13.962,-24.357
225.0,-23.806,-31.860,-44.434,-52.902,-21.670,-27.034,-29.191,-30.179,-2.136,-4.826,-15.244,-22.723
226.0,-21.617,-30.295,-36.909,-47.148,-21.600,-25.771,-28.156,-30.088,-0.016,-4.525,-8.754,-17.061
227.0,-20.982,-31.373,-44.327,-54.311,-20.317,-25.357,-26.501,-28.765,-0.665,-6.016,-17.826,-25.546
228.0,-18.277,-27.879,-36.345,-46.140,-20.832,-25.432,-29.119,-29.123,2.555,-2.447,-7.225,-17.017
229.0,-21.313,-29.587,-37.055,-45.385,-20.272,-24.848,-27.149,-28.758,-1.040,-4.739,-9.906,-16.627
230.0,-19.895,-28.858,-34.839,-44.875,-18.158,-23.212,-25.297,-26.570,-1.736,-5.645,-9.542,-18.305
231.0,-19.012,-27.341,-34.789,-44.569,-20.021,-24.795,-27.393,-28.408,1.009,-2.546,-7.396,-16.161
232.0,-18.787,-26.579,-34.478,-40.189,-20.354,-25.363,-27.254,-28.846,1.567,-1.215,-7.224,-11.343
233.0,-19.694,-28.365,-34.434,-40.923,-20.575,-25.301,-27.914,-28.943,0.880,-3.064,-6.520,-11.980
234.0,-19.797,-27.030,-34.063,-41.348,-19.549,-24.599,-26.665,-28.002,-0.248,-2.431,-7.398,-13.347
235.0,-18.529,-25.768,-34.390,-44.405,-26.298,-31.910,-33.476,-34.676,7.769,6.142,-0.914,-9.729
236.0,-19.060,-25.682,-34.037,-44.314,-58.325,-61.525,-64.644,-66.643,39.265,35.843,30.608,22.330
237.0,-17.017,-25.612,-38.386,-44.888,-49.904,-55.241,-56.741,-58.430,32.887,29.630,18.355,13.542
238.0,-15.160,-24.081,-35.267,-42.422,-46.672,-52.252,-53.502,-55.196,31.512,28.171,18.235,12.775
239.0,-17.462,-25.414,-34.807,-43.433,-39.969,-45.158,-46.837,-48.493,22.507,19.744,12.030,5.060
240.0,-17.758,-26.403,-37.478,-44.032,-41.221,-46.868,-48.084,-49.755,23.463,20.464,10.606,5.723
241.0,-17.947,-26.285,-36.566,-45.222,-39.067,-43.870,-46.012,-47.550,21.120,17.586,9.446,2.328
242.0,-16.081,-24.935,-36.954,-42.409,-41.409,-46.673,-48.575,-49.871,25.327,21.739,11.622,7.462
243.0,-24.437,-35.069,-46.462,-52.495,-40.434,-45.357,-47.454,-48.899,15.997,10.288,0.991,-3.596
244.0,-57.564,-65.520,-70.894,-76.772,-41.006,-45.712,-47.863,-49.488,-16.559,-19.808,-23.032,-27.284
245.0,-42.776,-56.697,-80.836,-88.261,-42.780,-48.642,-49.608,-51.297,0.004,-8.055,-31.228,-36.965
246.0,-40.947,-54.783,-78.148,-88.005,-48.813,-54.066,-55.477,-57.318,7.866,-0.717,-22.670,-30.687
247.0,-33.509,-46.988,-70.714,-83.545,-54.054,-60.014,-60.705,-62.543,20.545,13.027,-10.010,-21.002
248.0,-34.890,-49.185,-72.113,-83.119,-61.195,-64.783,-67.564,-69.663,26.304,15.598,-4.549,-13.456
249.0,-33.744,-45.576,-66.507,-80.240,-44.582,-48.736,-51.377,-53.078,10.838,3.160,-15.130,-27.162
250.0,-36.214,-49.039,-70.130,-84.431,-43.819,-47.986,-50.606,-52.310,7.604,-1.054,-19.524,-32.121
251.0,-34.268,-47.635,-67.837,-83.595,-41.424,-45.201,-48.334,-49.910,7.156,-2.434,-19.504,-33.685
252.0,-35.393,-47.712,-66.917,-82.637,-37.241,-42.645,-43.942,-45.719,1.848,-5.067,-22.975,-36.918
253.0,-37.269,-51.298,-73.422,-85.842,-40.239,-45.397,-47.071,-48.745,2.969,-5.900,-26.351,-37.097
254.0,-43.546,-56.749,-76.343,-86.153,-36.949,-40.374,-43.598,-45.485,-6.597,-16.375,-32.745,-40.668
255.0,-48.803,-62.785,-80.354,-88.198,-36.803,-39.570,-43.316,-45.322,-12.000,-23.216,-37.038,-42.876
256.0,-56.536,-69.583,-84.175,-89.029,-38.209,-42.564,-44.927,-46.705,-18.327,-27.019,-39.248,-42.324
257.0,-37.305,-49.462,-71.077,-83.785,-34.826,-39.497,-41.744,-43.322,-2.479,-9.964,-29.333,-40.463
258.0,-38.243,-51.321,-72.157,-85.081,-32.611,-36.793,-39.286,-41.070,-5.632,-14.528,-32.871,-44.011
259.0,-35.394,-46.290,-64.686,-77.499,-32.031,-35.981,-38.835,-40.547,-3.364,-10.309,-25.852,-36.952
260.0,-31.603,-44.282,-62.404,-75.482,-34.208,-37.541,-40.468,-42.719,2.604,-6.741,-21.936,-32.763
261.0,-33.740,-45.540,-64.879,-76.108,-28.882,-33.072,-35.540,-37.325,-4.858,-12.468,-29.339,-38.783
262.0,-31.373,-41.992,-63.358,-76.061,-29.551,-34.817,-36.872,-37.972,-1.822,-7.175,-26.486,-38.089
263.0,-32.097,-40.582,-58.532,-70.467,-32.572,-36.545,-36.447,-41.280,0.474,-4.038,-22.085,-29.186
264.0,-32.661,-44.455,-63.162,-74.453,-32.988,-36.829,-36.279,-41.737,0.327,-7.626,-26.882,-32.717
265.0,-29.088,-40.948,-58.696,-70.392,-34.636,-38.920,-41.247,-43.121,5.548,-2.028,-17.449,-27.271
266.0,-26.585,-37.855,-53.393,-62.973,-34.978,-40.401,-41.815,-43.448,8.393,2.546,-11.578,-19.525
267.0,-27.067,-37.213,-53.473,-61.756,-38.886,-42.342,-45.682,-47.346,11.819,5.129,-7.791,-14.409
268.0,-30.997,-39.138,-54.229,-64.962,-37.956,-41.372,-44.773,-46.414,6.959,2.235,-9.456,-18.548
269.0,-23.946,-33.389,-51.393,-61.904,-38.557,-40.845,-44.828,-47.066,14.611,7.456,-6.565,-14.837
270.0,-26.113,-35.235,-50.472,-61.384,-40.712,-43.414,-45.563,-49.216,14.599,8.179,-4.909,-12.167
271.0,-31.751,-38.560,-50.955,-66.008,-44.890,-49.299,-50.185,-53.407,13.139,10.739,-0.770,-12.601
272.0,-32.698,-38.556,-50.607,-67.398,-43.227,-48.423,-50.016,-51.738,10.529,9.867,-0.591,-15.660
273.0,-29.652,-39.422,-57.310,-71.471,-40.582,-46.344,-46.863,-49.124,10.930,6.923,-10.447,-22.347
274.0,-30.052,-41.809,-61.319,-73.216,-36.625,-40.947,-43.152,-45.063,6.574,-0.863,-18.167,-28.153
275.0,-32.774,-43.752,-62.677,-75.711,-31.711,-35.368,-38.895,-40.156,-1.063,-8.385,-23.783,-35.555
276.0,-32.076,-42.196,-61.831,-75.440,-28.369,-32.363,-32.859,-37.002,-3.707,-9.833,-28.973,-38.438
277.0,-34.119,-42.035,-60.974,-72.222,-29.367,-33.860,-36.054,-38.060,-4.753,-8.176,-24.920,-34.162
278.0,-38.808,-44.451,-62.064,-77.620,-30.967,-35.507,-37.875,-39.500,-7.841,-8.944,-24.190,-38.120
279.0,-39.121,-51.030,-69.351,-84.524,-33.273,-36.824,-40.337,-41.741,-5.848,-14.206,-29.014,-42.783
280.0,-36.805,-49.993,-71.945,-84.997,-30.881,-35.577,-37.635,-39.313,-5.924,-14.416,-34.310,-45.684
281.0,-35.482,-48.033,-65.068,-80.530,-28.480,-32.490,-35.462,-36.930,-7.001,-15.543,-29.606,-43.600
282.0,-33.610,-42.339,-58.029,-72.460,-31.268,-35.479,-38.423,-39.692,-2.342,-6.859,-19.606,-32.769
283.0,-29.076,-36.023,-49.976,-60.344,-28.743,-32.587,-35.376,-37.168,-0.333,-3.436,-14.601,-23.176
284.0,-27.299,-33.960,-45.572,-57.906,-28.589,-33.093,-35.420,-37.040,1.290,-0.867,-10.152,-20.866
285.0,-28.966,-35.965,-42.505,-55.798,-29.601,-34.011,-36.451,-38.054,0.635,-1.955,-6.054,-17.743
286.0,-28.605,-37.171,-50.042,-59.858,-31.969,-36.359,-38.615,-40.435,3.364,-0.812,-11.427,-19.423
287.0,-30.020,-37.508,-53.046,-63.836,-28.395,-33.021,-35.219,-36.879,-1.625,-4.487,-17.828,-26.957
288.0,-26.283,-35.635,-53.287,-62.423,-28.752,-33.063,-35.636,-37.163,2.469,-2.572,-17.651,-25.260
289.0,-25.138,-32.372,-47.943,-56.785,-32.015,-36.707,-38.511,-40.517,6.877,4.334,-9.432,-16.268
290.0,-27.102,-35.550,-52.387,-61.952,-35.130,-39.433,-41.851,-43.609,8.028,3.883,-10.536,-18.342
291.0,-24.562,-32.869,-48.819,-56.824,-34.097,-39.040,-41.053,-42.551,9.535,6.171,-7.766,-14.273
292.0,-24.142,-34.000,-47.574,-55.156,-34.249,-37.479,-41.031,-42.756,10.107,3.478,-6.543,-12.400
293.0,-25.289,-35.541,-51.134,-59.742,-34.333,-39.059,-41.589,-42.808,9.044,3.518,-9.545,-16.934
294.0,-26.723,-36.048,-52.466,-60.556,-42.792,-46.969,-49.859,-51.241,16.068,10.921,-2.607,-9.314
295.0,-24.229,-33.894,-47.420,-54.225,-47.142,-51.574,-54.171,-55.614,22.913,17.679,6.751,1.388
296.0,-24.170,-34.622,-48.400,-56.056,-39.603,-44.492,-46.716,-48.078,15.432,9.870,-1.683,-7.978
297.0,-28.374,-37.949,-55.124,-64.027,-39.028,-44.432,-46.233,-47.525,10.653,6.483,-8.891,-16.502
298.0,-32.107,-40.808,-57.479,-68.883,-35.994,-41.042,-43.715,-44.417,3.887,0.234,-13.764,-24.465
299.0,-29.482,-40.222,-56.633,-67.988,-32.649,-38.185,-41.149,-41.026,3.167,-2.038,-15.484,-26.961
300.0,-29.320,-39.118,-56.924,-68.055,-31.090,-36.233,-36.277,-39.674,1.770,-2.885,-20.646,-28.380
301.0,-29.351,-40.712,-56.252,-66.440,-36.257,-40.941,-43.261,-44.746,6.905,0.229,-12.991,-21.694
302.0,-37.851,-49.207,-65.402,-76.037,-33.706,-37.739,-40.134,-42.071,-4.146,-11.468,-25.268,-33.966
303.0,-41.822,-53.609,-73.152,-82.966,-32.509,-36.433,-37.410,-40.915,-9.313,-17.175,-35.742,-42.051
304.0,-33.743,-45.838,-67.130,-84.590,-33.243,-37.700,-40.069,-41.685,-0.500,-8.138,-27.061,-42.906
305.0,-34.174,-45.757,-58.411,-74.838,-34.306,-38.013,-41.154,-42.865,0.132,-7.744,-17.257,-31.973
306.0,-32.385,-42.591,-60.765,-77.693,-34.139,-39.023,-42.197,-42.805,1.754,-3.569,-18.568,-34.888
307.0,-30.559,-39.283,-51.183,-66.596,-32.519,-38.109,-40.184,-40.930,1.960,-1.174,-10.999,-25.665
308.0,-29.375,-37.788,-49.104,-66.581,-30.842,-35.582,-37.986,-39.276,1.467,-2.206,-11.118,-27.305
309.0,-34.027,-43.392,-55.535,-74.090,-31.402,-36.467,-38.519,-39.830,-2.625,-6.925,-17.016,-34.260
310.0,-30.246,-38.395,-44.613,-54.194,-32.197,-38.407,-40.743,-40.550,1.950,0.013,-3.870,-13.645
311.0,-30.299,-38.662,-47.334,-56.714,-35.686,-41.393,-43.595,-44.053,5.387,2.732,-3.738,-12.662
312.0,-29.212,-39.202,-51.543,-61.377,-38.292,-44.051,-45.843,-46.740,9.080,4.848,-5.701,-14.636
313.0,-32.749,-39.717,-52.302,-64.799,-33.547,-39.396,-41.915,-41.883,0.797,-0.321,-10.387,-22.915
314.0,-33.208,-40.492,-46.366,-60.204,-33.635,-39.659,-41.899,-42.005,0.427,-0.833,-4.466,-18.198
315.0,-30.515,-38.959,-47.774,-60.925,-31.112,-36.556,-38.435,-39.503,0.597,-2.402,-9.340,-21.421
316.0,-28.989,-36.858,-52.173,-61.519,-30.140,-36.102,-37.153,-38.563,1.151,-0.756,-15.019,-22.956
317.0,-28.738,-37.128,-52.026,-62.383,-27.768,-32.265,-32.206,-36.425,-0.970,-4.864,-19.820,-25.958
318.0,-30.339,-39.495,-54.173,-64.729,-28.371,-32.875,-34.705,-36.965,-1.968,-6.620,-19.468,-27.763
319.0,-33.440,-42.217,-61.176,-74.822,-26.571,-31.656,-34.636,-34.925,-6.869,-10.562,-26.540,-39.897
320.0,-34.989,-45.199,-54.958,-71.689,-24.277,-30.701,-32.576,-32.627,-10.712,-14.498,-22.382,-39.062
321.0,-31.968,-39.686,-58.001,-71.016,-27.244,-31.485,-35.485,-35.618,-4.723,-8.202,-22.516,-35.399
322.0,-30.432,-40.242,-56.900,-69.446,-23.976,-29.774,-31.232,-32.331,-6.455,-10.468,-25.668,-37.115
323.0,-27.552,-37.714,-54.019,-65.391,-24.058,-31.020,-31.458,-32.391,-3.494,-6.694,-22.561,-33.000
324.0,-25.888,-37.136,-54.516,-64.752,-26.018,-30.054,-30.391,-34.674,0.130,-7.081,-24.125,-30.078
325.0,-26.689,-33.465,-45.604,-57.669,-26.720,-30.358,-33.039,-35.222,0.031,-3.107,-12.565,-22.447
326.0,-25.340,-33.995,-48.088,-56.838,-26.955,-31.934,-34.474,-35.381,1.616,-2.060,-13.614,-21.458
327.0,-25.427,-33.014,-46.712,-54.593,-28.324,-33.813,-35.785,-36.765,2.898,0.799,-10.926,-17.829
328.0,-22.676,-31.203,-38.294,-51.356,-34.385,-38.518,-40.998,-42.918,11.710,7.315,2.704,-8.437
329.0,-25.222,-32.306,-42.239,-51.794,-32.060,-37.451,-39.424,-40.463,6.838,5.146,-2.814,-11.331
330.0,-22.028,-30.705,-42.379,-51.892,-33.299,-38.811,-40.315,-41.715,11.271,8.105,-2.064,-10.177
331.0,-22.651,-31.266,-45.477,-52.166,-30.856,-36.376,-38.169,-39.259,8.206,5.110,-7.308,-12.907
332.0,-24.565,-31.292,-43.087,-53.523,-27.845,-33.131,-34.649,-36.310,3.280,1.839,-8.439,-17.213
333.0,-24.317,-32.104,-45.290,-52.682,-29.154,-34.875,-37.015,-37.547,4.837,2.771,-8.275,-15.135
334.0,-25.261,-32.418,-45.950,-54.291,-34.787,-40.159,-41.880,-43.214,9.526,7.741,-4.071,-11.078
335.0,-25.705,-34.700,-48.017,-57.335,-38.501,-43.291,-45.646,-46.941,12.797,8.591,-2.370,-10.393
336.0,-31.609,-39.403,-51.717,-63.425,-36.897,-41.706,-43.835,-45.369,5.289,2.303,-7.882,-18.055
337.0,-30.097,-39.100,-54.800,-64.273,-32.917,-36.397,-39.720,-41.391,2.820,-2.703,-15.080,-22.883
338.0,-29.462,-39.608,-57.242,-68.178,-31.666,-35.506,-38.185,-40.170,2.204,-4.102,-19.057,-28.008
339.0,-26.851,-36.097,-51.077,-59.272,-29.502,-33.066,-36.110,-38.002,2.651,-3.031,-14.967,-21.270
340.0,-24.935,-33.553,-47.046,-56.176,-27.838,-32.264,-34.657,-36.281,2.903,-1.288,-12.389,-19.894
341.0,-27.418,-36.355,-51.709,-60.559,-29.076,-33.126,-36.079,-37.488,1.658,-3.229,-15.630,-23.072
342.0,-31.607,-41.082,-57.023,-68.521,-24.119,-29.143,-32.009,-32.523,-7.488,-11.938,-25.014,-35.999
343.0,-33.553,-44.477,-59.723,-73.103,-25.293,-29.956,-32.414,-33.744,-8.261,-14.521,-27.308,-39.359
344.0,-32.902,-43.265,-57.666,-66.775,-23.655,-27.912,-30.003,-32.101,-9.247,-15.353,-27.663,-34.674
345.0,-28.194,-37.536,-53.847,-63.379,-23.678,-27.938,-28.825,-32.281,-4.515,-9.599,-25.023,-31.098
346.0,-26.973,-35.943,-49.263,-56.662,-26.201,-30.855,-31.432,-34.710,-0.772,-5.088,-17.831,-21.952
347.0,-25.236,-34.774,-49.702,-58.087,-23.920,-27.484,-30.144,-32.266,-1.316,-7.289,-19.557,-25.820
348.0,-23.745,-32.772,-48.113,-55.722,-20.865,-25.775,-26.579,-29.342,-2.880,-6.996,-21.534,-26.380
349.0,-26.042,-34.564,-47.206,-53.748,-21.597,-26.291,-27.400,-30.249,-4.445,-8.272,-19.806,-23.499
350.0,-21.380,-29.804,-44.154,-50.755,-20.003,-24.676,-25.489,-28.603,-1.377,-5.128,-18.665,-22.151
351.0,-22.264,-30.515,-43.085,-50.124,-22.052,-26.397,-28.709,-30.629,-0.212,-4.119,-14.375,-19.495
352.0,-20.105,-29.174,-41.815,-49.468,-19.559,-24.726,-27.006,-28.058,-0.546,-4.448,-14.809,-21.410
353.0,-20.555,-28.575,-39.505,-48.113,-20.276,-24.929,-26.918,-28.589,-0.279,-3.646,-12.587,-19.524
354.0,-22.985,-30.877,-40.627,-47.167,-22.293,-26.069,-29.166,-30.904,-0.692,-4.808,-11.462,-16.263
355.0,-22.833,-29.319,-38.043,-46.600,-47.687,-52.508,-54.537,-56.025,24.854,23.189,16.494,9.425
356.0,-20.681,-27.526,-35.780,-45.078,-16.536,-21.976,-24.156,-24.950,-4.145,-5.550,-11.624,-20.128
357.0,-21.245,-28.484,-35.457,-46.075,-40.490,-44.987,-47.471,-48.751,19.245,16.503,12.014,2.675
358.0,-17.071,-26.217,-34.014,-43.656,-18.376,-23.030,-25.723,-26.847,1.305,-3.186,-8.291,-16.808
359.0,-18.725,-27.797,-32.747,-42.620,-24.217,-28.132,-31.171,-32.633,5.493,0.335,-1.576,-9.987
360.0,-17.595,-25.560,-30.759,-41.145,-54.000,-57.706,-61.009,-62.263,36.406,32.146,30.250,21.118
361.0,-19.358,-25.910,-31.830,-39.718,-66.603,-66.816,-73.657,-74.946,47.246,40.906,41.827,35.228
362.0,-21.419,-27.974,-35.589,-43.531,-68.960,-67.470,-75.870,-77.229,47.540,39.496,40.281,33.698
363.0,-37.567,-48.336,-56.803,-60.818,-71.196,-68.821,-78.059,-79.435,33.629,20.485,21.256,18.618
364.0,-13.971,-22.625,-34.386,-39.669,-47.651,-51.667,-54.258,-56.144,33.681,29.041,19.872,16.475
365.0,-41.246,-47.801,-54.282,-59.248,-46.691,-50.603,-53.301,-55.190,5.445,2.802,-0.981,-4.058
366.0,-14.078,-23.043,-34.316,-39.721,-42.229,-46.228,-48.824,-50.722,28.151,23.185,14.508,11.001
367.0,-23.648,-32.879,-43.287,-49.406,-45.622,-49.578,-52.225,-54.119,21.974,16.699,8.938,4.713
368.0,-53.507,-61.312,-66.915,-72.243,-43.178,-47.183,-49.795,-51.675,-10.329,-14.129,-17.120,-20.568
369.0,-60.498,-76.868,-85.177,-88.230,-44.534,-48.516,-51.115,-53.029,-15.964,-28.352,-34.062,-35.201
370.0,-61.775,-78.106,-87.802,-89.350,-34.345,-39.848,-41.570,-42.823,-27.430,-38.258,-46.232,-46.527
371.0,-63.998,-78.680,-87.909,-89.389,-42.311,-46.269,-49.183,-50.784,-21.687,-32.411,-38.725,-38.605
372.0,-41.684,-53.158,-70.237,-82.655,-37.462,-41.794,-44.244,-45.942,-4.222,-11.364,-25.993,-36.713
373.0,-41.236,-52.424,-69.876,-82.085,-39.257,-43.014,-45.967,-47.726,-1.979,-9.409,-23.910,-34.359
374.0,-36.582,-47.754,-63.507,-74.908,-40.958,-44.842,-47.573,-49.456,4.376,-2.913,-15.933,-25.453
375.0,-40.289,-51.495,-67.324,-78.722,-35.920,-38.573,-42.779,-44.370,-4.368,-12.922,-24.544,-34.352
